  0.00000000,  3.35963862
  0.10000000,  1.63514161
  0.20000000,  1.52638453
  0.30000000,  1.81192734
  0.40000000,  3.32554106
  0.50000000,  2.72665124
  0.60000000,  1.64072207
  0.70000000,  3.49827787
  0.80000000,  4.60100624
  0.90000000,  0.50924878
  1.00000000,  1.15262744
  1.10000000,  4.47315302
  1.20000000,  3.55664003
  1.30000000,  2.37545037
  1.40000000,  2.84170150
  1.50000000,  5.13976782
  1.60000000,  3.27931421
  1.70000000,  3.72539614
  1.80000000,  4.56247622
  1.90000000,  3.59320524
  2.00000000,  4.31418588
  2.10000000,  4.56142071
  2.20000000,  4.69254658
  2.30000000,  3.14565826
  2.40000000,  4.04830716
  2.50000000,  3.03364387
  2.60000000,  4.24248763
  2.70000000,  5.16609744
  2.80000000,  3.49642095
  2.90000000,  5.50170630
  3.00000000,  6.40121745
  3.10000000,  4.26982163
  3.20000000,  6.15416329
  3.30000000,  5.42190523
  3.40000000,  3.30863265
  3.50000000,  5.42653571
  3.60000000,  5.72665168
  3.70000000,  6.38913828
  3.80000000,  7.29287768
  3.90000000,  7.81192467
  4.00000000,  4.21598586
  4.10000000,  6.50769372
  4.20000000,  6.20657795
  4.30000000,  5.79375478
  4.40000000,  6.11141141
  4.50000000,  5.61991793
  4.60000000,  6.51807616
  4.70000000,  8.98378058
  4.80000000,  6.99850475
  4.90000000,  9.42587273
  5.00000000,  6.58924878
  5.10000000,  6.87806512
  5.20000000,  6.87672495
  5.30000000,  8.47524396
  5.40000000,  7.81999409
  5.50000000,  7.33885993
  5.60000000,  8.37541564
  5.70000000,  9.18795279
  5.80000000,  7.89664788
  5.90000000,  6.43117269
  6.00000000,  7.61662112
  6.10000000,  9.22077962
  6.20000000,  7.61761337
  6.30000000,  6.64811969
  6.40000000,  8.56150584
  6.50000000,  7.97512805
  6.60000000,  9.54028419
  6.70000000,  7.97867237
  6.80000000,  8.75681912
  6.90000000, 10.38531590
  7.00000000,  7.25596618
  7.10000000,  9.29064253
  7.20000000,  9.01877388
  7.30000000,  8.27211490
  7.40000000,  8.02738558
  7.50000000,  9.92059758
  7.60000000, 11.15067014
  7.70000000,  8.27669988
  7.80000000,  8.61976279
  7.90000000,  9.97471967
  8.00000000, 11.20109598
  8.10000000,  9.06375692
  8.20000000, 10.08723400
  8.30000000, 10.82333833
  8.40000000, 11.15645059
  8.50000000, 10.71823347
  8.60000000, 10.19938122
  8.70000000, 11.06648506
  8.80000000,  8.94623072
  8.90000000, 11.29194070
  9.00000000,  9.91640901
  9.10000000, 10.49253941
  9.20000000, 10.80576420
  9.30000000, 11.96910063
  9.40000000, 11.70626555
  9.50000000, 11.10538835
  9.60000000, 10.76734846
  9.70000000, 13.25329072
  9.80000000, 12.31729740
  9.90000000, 11.76531104
 10.00000000, 12.12500063
